repo_name,discussion,author,timestamp,reactions,is_part_of_selected_answer,content
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31321,MathRobin,2020-07-17T18:12:59Z,,False,"<p>Hi,</p>
<p>You still keep no-semi colon style for v5 ? Why ? Most people (majority ?) still consider that semicolon are needed and are not an option. And they are not, I don't need to remember you that there is still ASI. So why not use them ?<br>
Innocent question, not a troll.</p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31321,Luke-zhang-04,2020-07-17T19:42:12Z,,False,"<p>The code compiles to distribution with semicolons, so it doesn't change the way Bootstrap works in production.</p>
<p>Because there is something which can manage sh<em>t, is not an excuse to make sh</em>t. It's like if you say, I can make something stupid with matches, there are firemen next door.</p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31321,MathRobin,2020-07-17T20:38:11Z,,False,"<p>Because there is something which can manage sh<em>t, is not an excuse to make sh</em>t. It's like if you say, I can make something stupid with matches, there are firemen next door.</p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31321,mdo,2020-07-17T20:12:43Z,,True,"<p>It's still our style, yes. No plans to change this.</p>
<p>OK, seems legit. Even if I still don't understand why bootstrap is the only project with this style...</p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31321,MathRobin,2020-07-17T20:35:01Z,,True,"<p>OK, seems legit. Even if I still don't understand why bootstrap is the only project with this style...</p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31320,zhangchenglin,2020-07-17T16:26:53Z,,False,"<p><a href=""https://codepen.io/zhangchenglin/pen/MWKzYwg?editors=1010"" rel=""nofollow"">DEMO 1</a><br>
<a href=""https://codepen.io/zhangchenglin/pen/xxZQbop?editors=1010"" rel=""nofollow"">DEMO 2</a></p>
<p>bootstrap@5.0.0-alpha1</p>
<p>Is there any other way to achieve it?</p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31316,zhangchenglin,2020-07-17T02:35:00Z,,False,"<p><a href=""https://v5.getbootstrap.com/docs/5.0/components/navs/#getinstance"" rel=""nofollow"">Navs Tab getInstance()</a><br>
<a href=""https://v5.getbootstrap.com/docs/5.0/components/list-group/#getinstance"" rel=""nofollow"">List Group getInstance()</a></p>
<pre><code>var triggerEl = document.querySelector('#trigger')
var tab = bootstrap.Tab.getInstance(triggerEl) // Returns a Bootstrap tab instance
</code></pre>
<p>triggerEl should be the target element div, not the trigger element? Because the target element will be more accurate.</p>
<p>The target element refers to the following'div.tab-pane' and should not be obtained from the triggered ""#myTab a"" element.</p>
<pre><code>&lt;!-- Nav tabs --&gt;
&lt;ul class=""nav nav-tabs"" id=""myTab"" role=""tablist""&gt;
  &lt;li class=""nav-item"" role=""presentation""&gt;
    &lt;a class=""nav-link active"" id=""home-tab"" data-toggle=""tab"" href=""#home"" role=""tab"" aria-controls=""home"" aria-selected=""true""&gt;Home&lt;/a&gt;
  &lt;/li&gt;
  &lt;li class=""nav-item"" role=""presentation""&gt;
    &lt;a class=""nav-link"" id=""profile-tab"" data-toggle=""tab"" href=""#profile"" role=""tab"" aria-controls=""profile"" aria-selected=""false""&gt;Profile&lt;/a&gt;
  &lt;/li&gt;
  &lt;li class=""nav-item"" role=""presentation""&gt;
    &lt;a class=""nav-link"" id=""messages-tab"" data-toggle=""tab"" href=""#messages"" role=""tab"" aria-controls=""messages"" aria-selected=""false""&gt;Messages&lt;/a&gt;
  &lt;/li&gt;
  &lt;li class=""nav-item"" role=""presentation""&gt;
    &lt;a class=""nav-link"" id=""settings-tab"" data-toggle=""tab"" href=""#settings"" role=""tab"" aria-controls=""settings"" aria-selected=""false""&gt;Settings&lt;/a&gt;
  &lt;/li&gt;
&lt;/ul&gt;

&lt;!-- Tab panes --&gt;
&lt;div class=""tab-content""&gt;
  &lt;div class=""tab-pane active"" id=""home"" role=""tabpanel"" aria-labelledby=""home-tab""&gt;...&lt;/div&gt;
  &lt;div class=""tab-pane"" id=""profile"" role=""tabpanel"" aria-labelledby=""profile-tab""&gt;...&lt;/div&gt;
  &lt;div class=""tab-pane"" id=""messages"" role=""tabpanel"" aria-labelledby=""messages-tab""&gt;...&lt;/div&gt;
  &lt;div class=""tab-pane"" id=""settings"" role=""tabpanel"" aria-labelledby=""settings-tab""&gt;...&lt;/div&gt;
&lt;/div&gt;
</code></pre>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31316,Johann-S,2020-07-17T13:30:40Z,,True,"<p>Hi <a class=""user-mention"" data-hovercard-type=""user"" data-hovercard-url=""/users/zhangchenglin/hovercard"" data-octo-click=""hovercard-link-click"" data-octo-dimensions=""link_type:self"" href=""https://github.com/zhangchenglin"">@zhangchenglin</a>,</p>
<p>It's the same for our other plugins (Tooltip, Popover, Dropdown), the needed element is always the trigger element</p>
<blockquote>
<p>It's the same for our other plugins (Tooltip, Popover, Dropdown), the needed element is always the trigger element</p>
</blockquote>
<p>Hello, <a class=""user-mention"" data-hovercard-type=""user"" data-hovercard-url=""/users/Johann-S/hovercard"" data-octo-click=""hovercard-link-click"" data-octo-dimensions=""link_type:self"" href=""https://github.com/Johann-S"">@Johann-S</a></p>
<p>Other things I don’t know, Modal is not, Modal is obtained from the "".modal"" element.</p>
<p><a rel=""nofollow"" href=""https://v5.getbootstrap.com/docs/5.0/components/modal/#getinstance"">https://v5.getbootstrap.com/docs/5.0/components/modal/#getinstance</a></p>
<p><a rel=""nofollow"" href=""https://codepen.io/zhangchenglin/pen/RwrqbeN?editors=1010"">https://codepen.io/zhangchenglin/pen/RwrqbeN?editors=1010</a></p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31316,zhangchenglin,2020-07-17T14:29:23Z,,True,"<blockquote>
<p>It's the same for our other plugins (Tooltip, Popover, Dropdown), the needed element is always the trigger element</p>
</blockquote>
<p>Hello, <a class=""user-mention"" data-hovercard-type=""user"" data-hovercard-url=""/users/Johann-S/hovercard"" data-octo-click=""hovercard-link-click"" data-octo-dimensions=""link_type:self"" href=""https://github.com/Johann-S"">@Johann-S</a></p>
<p>Other things I don’t know, Modal is not, Modal is obtained from the "".modal"" element.</p>
<p><a rel=""nofollow"" href=""https://v5.getbootstrap.com/docs/5.0/components/modal/#getinstance"">https://v5.getbootstrap.com/docs/5.0/components/modal/#getinstance</a></p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31316,zhangchenglin,2020-07-17T14:43:34Z,,True,"<p><a rel=""nofollow"" href=""https://codepen.io/zhangchenglin/pen/RwrqbeN?editors=1010"">https://codepen.io/zhangchenglin/pen/RwrqbeN?editors=1010</a></p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31197,adrianoresende,2020-06-28T22:51:40Z,,False,"<p>Hello there,</p>
<p>I wanted to create an interface with all the elements of the Bootstrap v5, does anyone know if there is a ready UI?</p>
<p>Best,<br>
Adriano</p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31197,adrianoresende,2020-07-16T02:22:30Z,,False,"<p>I'll build gradually, if someone wants to collaborate, message me ;)</p>
<p><a rel=""nofollow"" href=""https://www.figma.com/file/fGhC9bSFI4uxj9krbRdhMx/Bootstrap-5?node-id=1%3A45"">https://www.figma.com/file/fGhC9bSFI4uxj9krbRdhMx/Bootstrap-5?node-id=1%3A45</a></p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31293,rohit2sharma95,2020-07-14T09:44:41Z,,False,"<p>Though, there is already a link in the footer to the organization's page on GitHub. But it would be good if the link for the source code of the page is added at the bottom of that page.</p>
<p>For example, Vuejs docs:<br>
<a target=""_blank"" rel=""noopener noreferrer"" href=""https://user-images.githubusercontent.com/26922866/87410760-55bebb80-c5e4-11ea-830e-e650d09c92cc.png""><img src=""https://user-images.githubusercontent.com/26922866/87410760-55bebb80-c5e4-11ea-830e-e650d09c92cc.png"" alt=""image"" style=""max-width:100%;""></a></p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31281,leomao10,2020-07-12T02:31:31Z,,False,"<p>I am quick exciting that in bootstrap 5 we are going to have utilities class. However, one thing I didn't see in the doco is about how to refactoring the css class in the html.</p>
<p>You see, applying utilities class is quick an easy, but it does generate a large number of css in the html and create lot of noise. And what is provided by tailwind is <a href=""https://tailwindcss.com/docs/extracting-components/#extracting-css-components-with-apply"" rel=""nofollow""><code>@apply</code> directive</a>, so eventually we would ends up with something like:</p>
<div class=""highlight highlight-text-html-basic""><pre><span class=""pl-kos"">&lt;</span><span class=""pl-ent"">button</span> <span class=""pl-c1"">class</span>=""<span class=""pl-s"">btn-blue</span>""<span class=""pl-kos"">&gt;</span>
  Button
<span class=""pl-kos"">&lt;/</span><span class=""pl-ent"">button</span><span class=""pl-kos"">&gt;</span></pre></div>
<p>compare to:</p>
<div class=""highlight highlight-text-html-basic""><pre><span class=""pl-kos"">&lt;</span><span class=""pl-ent"">button</span> <span class=""pl-c1"">class</span>=""<span class=""pl-s"">bg-blue-500 text-white font-bold py-2 px-4 rounded</span>""<span class=""pl-kos"">&gt;</span>
  Button
<span class=""pl-kos"">&lt;/</span><span class=""pl-ent"">button</span><span class=""pl-kos"">&gt;</span></pre></div>
<p>Is there anything planned to build in bootstrap 5's roadmap?</p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31281,mdo,2020-07-12T02:35:00Z,,True,"<blockquote>
<p>Is there anything planned to build in bootstrap 5's roadmap?</p>
</blockquote>
<p>No, nothing planned like this.</p>
<p>Thanks for the quick response, so is there a suggested way to do refactoring after? maybe mixins provided by bootstrap  or simply use <code>@extend</code> <g-emoji class=""g-emoji"" alias=""thinking"" fallback-src=""https://github.githubassets.com/images/icons/emoji/unicode/1f914.png"">🤔</g-emoji></p>"
twbs/bootstrap,https://github.com/twbs/bootstrap/discussions/31281,leomao10,2020-07-12T03:14:23Z,,True,"<p>Thanks for the quick response, so is there a suggested way to do refactoring after? maybe mixins provided by bootstrap  or simply use <code>@extend</code> <g-emoji class=""g-emoji"" alias=""thinking"" fallback-src=""https://github.githubassets.com/images/icons/emoji/unicode/1f914.png"">🤔</g-emoji></p>"
